Title,Company,Location,Stipend,Skills
Video Editing/Making,Rad BoardsActively hiring,Bangalore,No Stipend,"Adobe Photoshop, Video Editing, Adobe Premiere Pro, Videography, Video Making, DaVinci Resolve"
Content Writing,Simit Bhagat StudiosActively hiring,Mumbai,No Stipend,"Social Media Marketing, Blogging, Search Engine Optimization (SEO), Creative Writing, English Proficiency (Spoken), English Proficiency (Written)"
Inside Sales,SigntoDesignActively hiring,"Bangalore, Hoskote, Shivamogga",No Stipend,"MS-Office, Time Management, Client Relationship Management (CRM), Web Design, Sales Support, English Proficiency (Spoken), Business Development"
Content and Social Media Marketing,WebzPlotActively hiring,Bangalore(Hybrid),No Stipend,"Social Media Marketing, Videography, Photography, Acting, Content Editing"
Teaching & Field Work,Hamari Pahchan NGOActively hiring,South,No Stipend,"Leadership, MS-Office, Teaching, Problem Solving, Public Speaking, Teamwork, Research and Analytics"
Marketing,P VenturesActively hiring,Bangalore,No Stipend,"Social Media Marketing, Digital Marketing, English Proficiency (Written)"
Digital Marketing,Strategic Engagement And Event Solutions (SEES)Actively hiring,Delhi,No Stipend,"Social Media Marketing, Content Writing, Search Engine Marketing (SEM), Video Editing, Digital Marketing, Search Engine Optimization (SEO), English Proficiency (Spoken)"
Brand Partnerships,Right Health IndiaActively hiring,Mumbai,No Stipend,"Social Media Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Effective Communication, Influencer Marketing"
NGO Coordinator,Hamari Pahchan NGOActively hiring,Delhi,No Stipend,"MS-Office, Content Marketing, English Proficiency (Spoken), English Proficiency (Written), Marketing, Effective Communication"
Search Engine Optimization (SEO),Global TrendActively hiring,Work from home,No Stipend,Search Engine Optimization (SEO)
Micro Influencer Instagram,HumbleWalkingActively hiring,Mumbai(Hybrid),No Stipend,"Interpersonal skills, Effective Communication"
Mall Promoter,Sonar Conectar Media & EnteratainmentActively hiring,Bangalore,No Stipend,Effective Communication
Content Creator,Right Health IndiaActively hiring,Mumbai,No Stipend,"Social Media Marketing, Content Writing, Content Management, Content Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing"
Content and Social Media Marketing,LIT PROPTECHActively hiring,Bangalore,No Stipend,"Content Writing, Content Marketing, Written Communication"
Media & Public Relations (PR),Hamari Pahchan NGOActively hiring,Delhi,No Stipend,"Social Media Marketing, MS-Office, Creative Writing, MS-Excel, Content Marketing, English Proficiency (Spoken), English Proficiency (Written)"
Video Editing & Graphic Designing,Hamari Pahchan NGOActively hiring,"Delhi, South West",No Stipend,"Adobe Photoshop, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Final Cut Pro, Video Making, English Proficiency (Spoken)"
Media And PR Management,Right Health IndiaActively hiring,Mumbai,No Stipend,"Social Media Marketing, Creative Writing, MS-Excel, Public Relations, English Proficiency (Spoken), English Proficiency (Written), Effective Communication"
Search Engine Optimization (SEO),8ViewsActively hiring,Hyderabad,No Stipend,"Google Analytics, Digital Marketing, Search Engine Optimization (SEO)"
Event Management,EduAce ServicesActively hiring,"Agartala, Chennai, Delhi, Ghaziabad, Guwahati, Gurgaon, Shillong, Hyderabad, Noida(Hybrid)",No Stipend,"Event Management, MS-Excel, English Proficiency (Spoken)"
Interior Design,Studio J5Actively hiring,"Kalyan, Ambernath, Ulhasnagar",No Stipend,"AutoCAD, Adobe Photoshop, Project Management, Google SketchUp, Procurement, Rendering"
Human Resources (HR),Techdome Solutions Private LimitedActively hiring,"Indore, Hyderabad",No Stipend,"MS-Office, Recruitment, MS-Word, MS-Excel, English Proficiency (Written), Talent Management, HR Operations"
Academics,Arivu Educational Consultants Private LimitedActively hiring,Coimbatore,No Stipend,"Coordination, Effective Communication, Administrative Support, Management"
Field marketing executive,D-Vivid ConsultantActively hiring,Ahmedabad,No Stipend,"Presentation skills, Client Interaction, Field Work, Client Relationship, Marketing Campaigns, Effective Communication, Travel Management"
Entrepreneur In Residense,MonkhubActively hiring,Gurgaon,No Stipend,"Project Management, Time Management, Market Analysis, Business Research, English Proficiency (Spoken), English Proficiency (Written), Research and Analytics"
School Shadow Teacher,Blessed AngelsActively hiring,"Thane, Mumbai",No Stipend,Teaching
CAD Design,Brilliant Approach Private LimitedActively hiring,Ahmedabad,No Stipend,AutoCAD
Branding & Digital Marketing,OM Bhakti Samagri Kreations Private LimitedActively hiring,Bangalore,No Stipend,"Branding, Digital Marketing, Marketing"
Learning & Development,Ibus Networks And Infrastructure Pvt. LtdActively hiring,Bangalore,No Stipend,"CMS (Content Management System), Vendor Management, Analytical Thinking, Training and Development, Effective Communication, Stakeholder Management, Management"
Accounts,INDOMAX MULTI TRADESActively hiring,Pune,No Stipend,"MS-Office, Accounting, Tally, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)"
Industrial Design,GudgudeeActively hiring,Bangalore,No Stipend,"AutoCAD, SolidWorks, MS-PowerPoint, KeyShot, Rhino"
Account Management (Growth & Supply ),JoveoActively hiring,Bangalore,No Stipend,"Lead Generation, Interpersonal skills, Research and Analytics, Effective Communication, Google Sheets"
Human Resources (HR),Quick Clean Private LimitedActively hiring,"Delhi, Gurgaon",No Stipend,"MS-Excel, English Proficiency (Spoken), HR Analytics, Interpersonal skills, Effective Communication"
CA Articleship,Consulting And BeyondActively hiring,Chennai,No Stipend,"Accounting, English Proficiency (Spoken)"
Study Abroad Documentation Officer,MastersHelpActively hiring,Hyderabad,No Stipend,"Attention to Detail, Time Management, Multitasking, Teamwork, Adaptability, Effective Communication, Document Management"
Sales and Marketing - Male,Celesse EnterpriseActively hiring,Nagpur(Hybrid),No Stipend,Interpersonal skills
Administration Trainee,AvaesaActively hiring,Chennai,No Stipend,"Cloud Computing, MS-Office, Time Management, Problem Solving, Google Suite (G Suite)"
Business Research,Earth5RActively hiring,"Thane, Kalyan, Mumbai",No Stipend,"Social Media Marketing, MS-Office, Digital Marketing, Search Engine Optimization (SEO), Email Marketing, MS-Excel, English Proficiency (Spoken)"
Robotics,ElectroboticsActively hiring,Chennai,No Stipend,"Python, Robotics, Raspberry Pi, Arduino, Internet of Things (IoT)"
Graphic Design,Right Health IndiaActively hiring,Mumbai,No Stipend,"Adobe Photoshop, CorelDRAW, Adobe Illustrator, Video Editing, Adobe Premiere Pro, Adobe Creative Suite, Adobe InDesign"
Market Research,MaionicActively hiring,Mumbai,No Stipend,"MS-Excel, English Proficiency (Spoken), English Proficiency (Written), Research and Analytics"
Content & E-Commerce Management,Aawas YojanaActively hiring,Work from home,No Stipend,"Content Writing, Video Editing, Video Making, Content Management, Content Editing"
Social Work,Scope For ChangeActively hiring,"Faridabad, Delhi, Gurgaon",No Stipend,"Social Media Marketing, Teaching, LinkedIn Marketing, Instagram Marketing, Marketing, Pinterest Marketing"
Tele Fundraising,Basti Ki Pathshala FoundationActively hiring,Work from home,No Stipend,Effective Communication
Digital Marketing,A&S InternationalActively hiring,Hyderabad(Hybrid),No Stipend,"Social Media Marketing, Search Engine Marketing (SEM), Digital Marketing, Search Engine Optimization (SEO), Facebook Marketing, Creative Writing, English Proficiency (Written)"
Office Assitant,Eternis Ventures Pvt Ltd.Actively hiring,Mumbai,No Stipend,"MS-Office, Accounting Software"
Product Design,QrataActively hiring,Mumbai,No Stipend,"Wireframing, UI & UX Design, Prototyping, Usability Testing"
Psychology,Autism PlayActively hiring,"Pune, Pimpri-Chinchwad, Pashane, Punewadi, Shivaji Nagar",No Stipend,"English Proficiency (Spoken), Interpersonal skills, Effective Communication"
Sales,Golden Brick Radix Private LimitedActively hiring,Jaipur,No Stipend,"Client Interaction, English Proficiency (Spoken), Business Development, Market research, Sales, Marketing, Effective Communication"
HR Consultant,EMIACActively hiring,Jaipur,No Stipend,English Proficiency (Spoken)
Business Development (Sales),Nandi PanchgavyaActively hiring,Ahmedabad(Hybrid),No Stipend,"MS-Excel, Client Relationship, English Proficiency (Spoken), English Proficiency (Written), Sales, Effective Communication"
Human Resources (HR),Highrise Management And Wellness ServicesActively hiring,"Ahmedabad, Navrangpura",No Stipend,"MS-Office, Effective Communication"
Sales Consultant,John Anthony & CoActively hiring,Chennai,No Stipend,Effective Communication
Content and Social Media Marketing,Dhi EarthActively hiring,Bangalore(Hybrid),No Stipend,"Adobe Photoshop, Video Editing, Adobe InDesign, Content Marketing, Canva"
Online Marketing,Urja TalentsActively hiring,Mumbai(Hybrid),No Stipend,"Digital Advertising, Market research"
Real Estate Inside Sales,BNM Business Solutions LLPActively hiring,"Navi Mumbai, Mumbai, Bangalore",No Stipend,"Client Interaction, Client Relationship Management (CRM), Client Relationship, Sales Strategy"
AI Character Animator Artist,Integral SolutionActively hiring,Work from home,No Stipend,"Video Editing, Video Making, Animation"
Recruitment,ZepcruitActively hiring,Pune,No Stipend,"Negotiation, MS-Excel, Problem Solving, English Proficiency (Spoken), English Proficiency (Written), Collaboration"
Teaching And Classroom Management,Sarvam FoundationActively hiring,"Delhi, Gurgaon",No Stipend,"MS-Office, Event Management, Time Management, Creative Writing, Teaching, Public Speaking, Teamwork"
Lead Generation,Mindstein AcademyActively hiring,Chennai,No Stipend,"Digital Marketing, MS-Excel"
HR Consultant,Futures And CareersActively hiring,Karnataka,No Stipend,Effective Communication
Sales and Marketing,Fourplus MediaActively hiring,Mumbai,No Stipend,"MS-Excel, Interpersonal skills, Effective Communication"
Personal Assistant,Wehire Talent SolutionsActively hiring,Mumbai(Hybrid),No Stipend,"English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills"
Chartered Accountancy (CA),Vinod GuptaActively hiring,Thane,No Stipend,"MS-Office, Tally"
Audio Recording Expert (Native Kannada Speakers),SolvitudeActively hiring,Work from home,No Stipend,"Creative Writing, Proofreading, English Proficiency (Spoken), English Proficiency (Written), Kannada Proficiency (Spoken), Kannada Proficiency (Written), Voice-over artist"
Product Marketing,Dram CreationsActively hiring,Vadodara(Hybrid),No Stipend,"Social Media Marketing, Search Engine Marketing (SEM), Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written)"
Accounts,Gigart Solutions Private LimitedActively hiring,"Chennai, Tiruvallur",No Stipend,"MS-Office, Accounting, MS-Excel, Auditing, English Proficiency (Spoken), English Proficiency (Written)"
Product Management,FynTune Solution Private LimitedActively hiring,"Thane, Navi Mumbai, Turbhe",No Stipend,"MS-Office, Product Management, English Proficiency (Spoken), English Proficiency (Written), Product Lifecycle Management(PLM)"
Center Manager - Montessori Preschool (Full Time),Mont Ivy International EducationActively hiring,Bangalore,No Stipend,"MS-Office, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Effective Communication"
Digital Marketing,Alphanumeric Ideas Private LimitedActively hiring,"Mohali, Zirakpur",No Stipend,"Social Media Marketing, Search Engine Marketing (SEM), Digital Marketing, Search Engine Optimization (SEO), Facebook Marketing, Creative Writing, Email Marketing"
Business Development (Sales),Dolphin Ad World Private LimitedActively hiring,Mumbai,No Stipend,"Social Media Marketing, Sales Management, English Proficiency (Spoken), English Proficiency (Written), Sales, Sales Strategy"
Content Shooting Video Editing Social Media And PR,GDH INTERNATIONALActively hiring,Mumbai(Hybrid),No Stipend,"Social Media Marketing, Content Writing, Video Editing, Videography, Script Writing, Video Making, Public Relations"
Recruitment,Genetic CallnetActively hiring,Mumbai,No Stipend,"Recruitment, MS-Excel, English Proficiency (Spoken), English Proficiency (Written), Effective Communication"
Business Development (Sales),Alphanumeric Ideas Private LimitedActively hiring,"Chandigarh, Mohali",No Stipend,"Social Media Marketing, Client Relationship, English Proficiency (Spoken), Sales, Effective Communication"
Loan File Verification Internship – AU Small Finance Bank,CA Bhavya MehtaActively hiring,"Ahmedabad, Changodar",No Stipend,"MS-Word, MS-Excel"
Visual Designer – Graphic & Video,Alphanumeric Ideas Private LimitedActively hiring,Mohali,No Stipend,"Adobe Illustrator, Adobe Premiere Pro, Final Cut Pro, Adobe InDesign, Adobe After Effects, Canva, Figma"
Marketing & Communications Associate,EduGet FoundationActively hiring,Mumbai,No Stipend,"Social Media Marketing, Digital Marketing, Computer skills, Marketing, Effective Communication"
Finance,GLOBAL STARTUP VENTURESActively hiring,Ahmedabad,No Stipend,"MS-Office, Financial Modeling, Canva"
Graphic Design,8ViewsActively hiring,Hyderabad,No Stipend,"Adobe Photoshop, Adobe Illustrator, Adobe InDesign"
Video Editing/Making,8ViewsActively hiring,Hyderabad,No Stipend,"Adobe Premiere Pro, Adobe After Effects, Canva, Capcut"
Fashion Design And Merchandising,Nadine DesignsActively hiring,Mumbai,No Stipend,"Fashion Designing, Pattern making"
Full Stack Development (MERN Migration),ShipleeActively hiring,Work from home,No Stipend,"PHP, MySQL, JavaScript, Node.js, Express.js, React"
UI/UX Design,199 Developments Private LimitedActively hiring,Ahmedabad,No Stipend,"Adobe Photoshop, Adobe Illustrator, UI & UX Design, Figma"
Field Sales,Sanatan OrganicActively hiring,Bangalore,No Stipend,"English Proficiency (Spoken), Kannada Proficiency (Spoken), Sales, Effective Communication"
